iteration,j,mu,sigma_2
1,1,0.0276377803895093,9.24692635007246e-06
1,2,0.107741231972115,0.00343532305584226
1,3,0.0143648948624767,0.000672480530713805
1,4,0.0105666870446156,0.000520914016595332
1,5,-0.0173552487744675,0.000754454161367981
1,6,0.00406275613917322,0.000504018613220351
1,7,0.00577337495644894,0.000865920835417239
1,8,-0.00609952903800462,0.000503714450754298
1,9,0.00445815596241889,0.000606217022908603
1,10,-0.00752111392456393,0.00060989928503186
1,11,-0.035450459939345,0.00110731967705085
1,12,0.0191839123769187,0.000596077066413928
1,13,0.0139565869435132,0.000581856011116669
1,14,0.0121731520737246,0.000642399546859418
1,15,-0.0104126530075092,0.000693530494589967
1,16,0.0194728117393534,0.000631389973464545
1,17,-0.00589661290029216,0.000479498897815643
1,18,0.00396501129366658,0.000766642248415769
1,19,-0.000358879984067633,0.00059915368856152
1,20,0.00985575982833077,0.000622032181803353
1,21,0.0205184926468069,0.00100278343944548
1,22,-0.00254836181138794,0.000548623014975733
1,23,0.00713126884307661,0.000673387469269323
1,24,0.0161074037561838,0.000748896272980248
1,25,-0.00668438449301976,0.000555330132173325
1,26,-0.0743430472961605,0.00190011811377364
1,27,0.0120334633090417,0.000521235939885912
1,28,-0.0137038158605671,0.000541841772752386
1,29,-0.00286290547007202,0.000545368862508273
1,30,-0.00259210820121443,0.000676723398987333
1,31,0.0100243543070065,0.00059568371047873
1,32,0.00459428566532459,0.000543895568537148
1,33,0.0143805448505997,0.000675567187797967
1,34,-0.0600214901069406,0.00168841436858419
1,35,-0.000613187863126172,0.000471119536039315
1,36,-0.0380687918890698,0.000948400537751164
1,37,-0.00235201290017101,0.000464888122009706
1,38,-0.013387965792084,0.000579339181087389
1,39,0.0144054996325838,0.000579810894188018
1,40,-0.0304650393279765,0.000778034926724812
1,41,-4.65371083303505,0.00861236977537875
2,1,0.00632165180605755,6.33325244766205e-06
2,2,-0.0155237283769273,0.000528860146523642
2,3,-0.00759097266235081,0.00132433791020234
2,4,0.00947784609159845,0.000868942376441653
2,5,0.00982875960738323,0.00062253932287053
2,6,-0.000526273312814263,0.000335346873237986
2,7,0.00920257145205571,0.000659951432877162
2,8,0.000288348920440918,0.000849603589441311
2,9,0.00439122736913437,0.000631047544407471
2,10,-0.0125025738273208,0.000440952542959438
2,11,0.00927749300838767,0.00050610092778518
2,12,-0.0139909774525097,0.00045103636569222
2,13,0.00555470020851966,0.000695945544377323
2,14,0.00716629858257018,0.000509667728518795
2,15,0.0139484075028893,0.00046284336468564
2,16,-0.00245720137538751,0.00117385084233822
2,17,0.00029031568147814,0.000404707137604101
2,18,-0.000928375083887005,0.000584873668381317
2,19,-0.0190275434249435,0.00065789725855331
2,20,-0.00694580468354491,0.000425992429310987
2,21,-0.00772386248866028,0.000385559624815396
2,22,-0.0263619919505819,0.00079423497484945
2,23,0.0192280141222398,0.000660192991282434
2,24,-0.0415253611491374,0.000818147353704662
2,25,-0.00118393590437522,0.000516727247050538
2,26,-0.0542013916033618,0.00117499610901809
2,27,0.018333357942212,0.000616438385288556
2,28,-0.00996726244918699,0.000747455382177077
2,29,0.0466727958516059,0.0014931740104619
2,30,0.00581753339565554,0.000406794137771454
2,31,0.0103005035934491,0.000510743059993621
2,32,-0.112131455254572,0.00232933503151855
2,33,-0.00420218740174381,0.00066564811670785
2,34,0.00636652211834247,0.000486364989419953
2,35,0.00429814329048645,0.000587036626961255
2,36,-0.00555290196897624,0.000549808602944032
2,37,0.0254816763986416,0.000654983586372486
2,38,0.0159510157325261,0.000579825479078511
2,39,0.00442544177091622,0.000474453059460611
2,40,0.000573634991911974,0.000485660386222839
2,41,-4.84382065918841,0.00703348195568648
3,1,-0.0292704318072721,7.1928217192343e-06
3,2,-0.0152237980433586,0.000810539412016307
3,3,-0.0501050368968259,0.00153893216007046
3,4,-0.00965248681841165,0.000457343640867007
3,5,0.0124116320169571,0.000890358819536544
3,6,0.00845244214421058,0.000752743265034406
3,7,0.0344654848618536,0.0011574721053878
3,8,0.071331245251986,0.00204681376751014
3,9,0.000973840058754146,0.000384447056288417
3,10,0.00729171558668274,0.00046443928965128
3,11,0.0154440948779781,0.00065344578991239
3,12,-0.0174618873003245,0.00070625379747944
3,13,0.00182282076449748,0.000607155559306997
3,14,-0.00170202603536629,0.000930020415054161
3,15,-0.00563915522174009,0.000364710833627009
3,16,-0.0232843078770871,0.00106775183864036
3,17,-0.000163664268254233,0.00142278186528262
3,18,0.000489862981962555,0.00049766584828823
3,19,-0.0198219764150267,0.000720035212610271
3,20,0.0122276522299108,0.000467345882974738
3,21,0.0125521911653419,0.000658456683774006
3,22,-0.00190603594192676,0.000433990989896882
3,23,0.02492645229366,0.00106214265476458
3,24,-0.00261250186896747,0.000381271545584484
3,25,-0.00221100178374067,0.000379450639039088
3,26,-0.00228118753059824,0.000423562893085939
3,27,0.011113989216408,0.000928449616900629
3,28,-0.00125229397646024,0.000739341251894611
3,29,0.0126212885629579,0.000549903632746964
3,30,-0.0111578183846651,0.000694122602936999
3,31,0.0932798598258258,0.00162084326446696
3,32,-0.00513813080503014,0.000398270628369343
3,33,0.00583036913345412,0.000514269705297367
3,34,0.00202776296277027,0.000735934479563466
3,35,-0.000770698583483544,0.00067343072856139
3,36,-0.0282226201534474,0.000543349033048796
3,37,0.0148046589797185,0.000519715614127026
3,38,-0.00347921622287252,0.000439744973611763
3,39,0.00125818092207025,0.000574864427019763
3,40,-0.0302280229765056,0.000960566321115464
3,41,-4.79544237089152,0.00776691971442862
4,1,0.000892557306419734,7.79339149295882e-06
4,2,0.00437912287001603,0.000441708905534648
4,3,-0.0134565102828003,0.000811423199732558
4,4,0.0124325379069578,0.000595560373293727
4,5,-0.00503412268895736,0.000445939604451477
4,6,-0.00508483919770872,0.000823534775503879
4,7,0.00930763355605886,0.000744558898043369
4,8,0.000734632440353454,0.000458412250459002
4,9,-0.00377876461787568,0.000457774154985084
4,10,0.00390397449605068,0.000412817022761651
4,11,0.000406836284782812,0.000556377253854676
4,12,-0.00995610830539764,0.000527690677099726
4,13,0.00605532680712433,0.000535197730055011
4,14,-0.000831378961804038,0.000446926275125785
4,15,0.00392252453174173,0.000397598166699773
4,16,-0.00656178235937988,0.000554057491473148
4,17,0.0296896987427559,0.00105307546987338
4,18,-0.00313573770645506,0.000383110754659942
4,19,-0.0245616997284565,0.000725276997035016
4,20,-0.0152905926769865,0.000624868560732369
4,21,0.0242821029700895,0.000714936297635153
4,22,-0.00256198147405152,0.000472094841819635
4,23,0.0488002388152047,0.00151022057294755
4,24,-0.00173120504218477,0.000533118310757842
4,25,0.00591068663263295,0.000688147488208531
4,26,0.00861351077104573,0.000551482206995059
4,27,0.0195782802848287,0.000800154077815181
4,28,-0.00312399471720181,0.000540292560218158
4,29,-0.0220185838640473,0.000871742199260994
4,30,-0.0033883595025366,0.000444903617511866
4,31,0.129093488065469,0.002352003703828
4,32,-0.0257292469789995,0.000904333171451909
4,33,0.0342475268207431,0.0010515974293999
4,34,-0.0211621140284366,0.000826409635387332
4,35,0.0410647728544328,0.0011783724873669
4,36,-0.00873241912636466,0.000569063422102602
4,37,-0.00258860936351079,0.000680753638392999
4,38,0.0201851967841278,0.000613277827989601
4,39,0.0145845643558484,0.000759210091444558
4,40,-0.0408974705780039,0.00129397472030283
4,41,-4.69440921855861,0.00866247465103507
5,1,0.00520023279441907,5.53981088762947e-06
5,2,-0.0267455902166609,0.00119829914032727
5,3,0.0196698644585054,0.000840932265121097
5,4,0.0035959001084647,0.00052614276660875
5,5,-0.00538339391695456,0.000995912116927421
5,6,-0.00452039953810833,0.000756886297894131
5,7,0.00538631431973918,0.000752256209489511
5,8,0.0133313033834962,0.0010313334700922
5,9,-0.0132484679524733,0.000737391772577026
5,10,0.00405525687297565,0.0009839562969607
5,11,-0.00430643026485943,0.000673883291386909
5,12,-0.00934848952816521,0.000959619351457322
5,13,-0.00373938343302351,0.000831081940390442
5,14,0.00147882571467599,0.000580869504942947
5,15,-0.0476144516865075,0.00141130243131601
5,16,0.00624527021940313,0.00120532055048469
5,17,-0.00234860637960505,0.000459228529500707
5,18,-0.0146675759758738,0.000813025764496738
5,19,-0.0294416691180079,0.000800113083559512
5,20,0.00452167833682504,0.000628043828706773
5,21,0.00276163026021392,0.000602715179132788
5,22,-0.0130446734857863,0.000785169354320034
5,23,0.00754717024477517,0.000892898280470696
5,24,0.00245915422284362,0.000633508360417189
5,25,0.0229156257500989,0.000692756529863616
5,26,-0.0191649728536176,0.000697399630098138
5,27,0.0667621346526303,0.000959666925310589
5,28,-0.0127772053333151,0.000637878084838956
5,29,0.0094065806900991,0.000520991227789997
5,30,0.00239961267520044,0.000599033775032732
5,31,0.0615268987032636,0.00140705314036889
5,32,-0.0103887243163962,0.000666607744021237
5,33,0.00105965812047194,0.000712173299456513
5,34,-0.00473752622761367,0.000580107911685525
5,35,0.013376945230209,0.000567342611451071
5,36,0.00420015530588394,0.000496077102113823
5,37,0.0118764683459243,0.000609427260850133
5,38,-0.00371091741112966,0.000531050354081156
5,39,-0.00421040464561778,0.00050732153690456
5,40,0.0128173692287148,0.000460128165856475
5,41,-5.03579578420694,0.00651583553144968
6,1,-0.0279748922288926,4.82294987113453e-06
6,2,-0.0280916314922745,0.000878846581201612
6,3,0.00234810247739942,0.00116169458205227
6,4,0.0375656604446619,0.000912790927641666
6,5,-0.0100151119709432,0.000604825147708596
6,6,-0.00410500998713881,0.000407454095980341
6,7,0.0136994442608154,0.00202925576042053
6,8,0.019982755757312,0.000454212407787731
6,9,-0.0123078865212865,0.000404055132739736
6,10,-0.0432145834640479,0.00195541780796168
6,11,-0.0101129528756974,0.00087275094312298
6,12,0.0210727465894337,0.000591819832131027
6,13,0.00420160974685517,0.000893640724165395
6,14,-0.00893562432497422,0.000723110470334592
6,15,0.0079799405304603,0.000900737065960629
6,16,0.000601371906186375,0.000374724530979727
6,17,-0.000964365396377225,0.00129854158627114
6,18,0.0127946915851454,0.000714795787715568
6,19,0.0433674255900132,0.00134805549779191
6,20,0.0012085045537249,0.000494692397277435
6,21,0.00015909910118338,0.00079195863648621
6,22,-0.00934080890612987,0.000491918609816665
6,23,0.0187981939868999,0.000756482587791843
6,24,0.00709127708473484,0.000691917456565943
6,25,0.0337818645202393,0.00130587098835292
6,26,-0.00360892484848873,0.00082418542100365
6,27,0.0444870462952395,0.00135969458020366
6,28,-0.00547625163878662,0.000845543236612337
6,29,0.0292294737108452,0.00080923235263029
6,30,-0.00473522973272472,0.000583366829045085
6,31,0.0165284355496531,0.000496223950894573
6,32,0.000499390930382929,0.000633976187110802
6,33,0.00320190853035047,0.00081786887333612
6,34,0.00511676737014412,0.000636529299538211
6,35,-0.00309427119293157,0.000765614797184811
6,36,-0.0123012820816219,0.000809472014798808
6,37,0.00196458424327841,0.000656666121476564
6,38,-0.00981249269455583,0.000604471436642969
6,39,-0.0130364492508272,0.000622903688822355
6,40,0.00124395727990677,0.000582757927728285
6,41,-4.89131767820017,0.00666210186451082
7,1,0.0210677228698429,5.25251567528332e-06
7,2,0.00940164875000172,0.000536289774282335
7,3,-0.00463587806486921,0.000552020852570259
7,4,-0.00450663881973748,0.00177934370672149
7,5,-0.0147354828423946,0.000562326579317125
7,6,-0.0129898304861556,0.000943851510233881
7,7,0.011724252757046,0.000892641278051133
7,8,-0.00553351684003792,0.000702546668157271
7,9,0.00105362073923625,0.000676984902991733
7,10,-0.0119555651573952,0.00100647934750523
7,11,0.00210134706118812,0.000385779365931427
7,12,0.00428484623356928,0.000601006865219102
7,13,0.000186513570154173,0.00046227628541977
7,14,-0.00427521046668519,0.000833319228345281
7,15,-0.000653894129265058,0.000458412259309089
7,16,0.00574401146238706,0.000570662697366767
7,17,0.00370573724048655,0.00036423491955258
7,18,-0.00610666139397807,0.000367409035618995
7,19,0.00847270147759125,0.000440723452074158
7,20,-0.0295787414056348,0.000937634316857509
7,21,0.0144487667052234,0.00071618506149764
7,22,0.00697891889593579,0.000634179302365792
7,23,0.00862460543939094,0.000746829601591905
7,24,-0.00347351389504617,0.000475979838572085
7,25,0.0149947349968545,0.00102040821931728
7,26,-0.00797761964582726,0.00057622434395308
7,27,0.119340625449044,0.00316640770741787
7,28,-0.0010419988578099,0.000547052509386029
7,29,0.0067505410897619,0.000512850896968685
7,30,-0.0127958991609787,0.000839740883022527
7,31,0.01610566386957,0.00071940795715848
7,32,-0.00910987135052754,0.000724236087710753
7,33,0.00479568611742146,0.000473994031602269
7,34,-0.0144431127576426,0.000689299642938506
7,35,-0.00225995204755769,0.0010113341314619
7,36,-0.122914815524843,0.00155579709778269
7,37,0.00128727635844782,0.00091603556593961
7,38,0.0208613478388757,0.000829731047567984
7,39,0.0140081913032247,0.000878894401298765
7,40,-0.00223425157103595,0.000707092551160936
7,41,-4.87998243333085,0.00744845812187217
8,1,0.0310820090770206,9.54124081814086e-06
8,2,-0.00533936272258938,0.00110375270054984
8,3,0.00463757844351966,0.000486193170742206
8,4,-0.0405795057467988,0.00137893980329629
8,5,-0.0042879621986451,0.000569481391473865
8,6,0.0242639676395595,0.00091760342501197
8,7,-0.00379400309400229,0.000811478229822375
8,8,0.0538217658639805,0.00140891013652605
8,9,0.0549902372015829,0.00262503555445902
8,10,-0.00394078848165967,0.000507094686323275
8,11,0.014000452426608,0.000716247005396353
8,12,-0.0120724214335466,0.000508989429053681
8,13,-0.0118480063301153,0.000737419101994871
8,14,-0.000838999434000497,0.000487523166565734
8,15,0.0158579089178325,0.000578343473445755
8,16,-0.000178257522235714,0.000548922991053456
8,17,-0.00150073532017754,0.000975325426321965
8,18,0.0190498463683749,0.000774265241756744
8,19,-0.00029485207562242,0.000683013854097306
8,20,-0.00511407954004352,0.000568877720818877
8,21,0.0424380127129247,0.00119901143346894
8,22,-0.0093401176752894,0.000707055086987086
8,23,0.0160299562538256,0.000661650583410271
8,24,-0.0629221224693558,0.00169624984575108
8,25,0.0294752438594241,0.00104420734726668
8,26,-0.000265695625883287,0.000585991364117403
8,27,0.0233935301940753,0.000869604981424157
8,28,0.000674974355918386,0.000853661337802407
8,29,-0.0103214186092641,0.000967955729636352
8,30,-0.0166603963499694,0.00074011187585123
8,31,-0.0130768481018126,0.000589297720192535
8,32,-0.0060832809447465,0.00058077699877149
8,33,0.012597671223346,0.000771034795579013
8,34,-0.0101751581384399,0.000660769404649249
8,35,0.0716339745458379,0.00176650868863402
8,36,-0.013713962919128,0.000609826057524569
8,37,0.0076287613222495,0.000655620262721887
8,38,-0.0545015467510945,0.00152311557093583
8,39,0.0109149343426336,0.000570031448160711
8,40,-0.0247610113439345,0.000797883364576531
8,41,-4.57173873204217,0.0102029605747004
9,1,0.0104413551037521,3.64743670289545e-06
9,2,-0.000399322667734212,0.00117517431680681
9,3,-0.00845769012600732,0.00248846155518679
9,4,-0.00269628765689798,0.000932723498583426
9,5,-0.00235066658253834,0.00243716624896172
9,6,-0.000171202482470095,0.00220873316106072
9,7,0.00788309243002225,0.000952333609025206
9,8,0.0136513037805661,0.00156159193351537
9,9,0.00238076339924338,0.0012493428425976
9,10,0.00465692384049932,0.00250175726184105
9,11,-0.0112011825727738,0.00141043283081118
9,12,-0.0110596535208752,0.00154532909252769
9,13,-0.00190754657587039,0.00157149930177379
9,14,-0.00489732764051157,0.00132487290359567
9,15,-0.00493212396265058,0.00163530864224291
9,16,-0.000864556402618203,0.00109858365455252
9,17,-0.00406394924843193,0.00113140498875208
9,18,0.00745221344172398,0.00100287125708938
9,19,0.00127003654968198,0.00164490222463587
9,20,0.00382247162640004,0.00148311524240215
9,21,-0.00294613612122741,0.0011129863641955
9,22,-0.00116265872212113,0.0015382706731917
9,23,-0.00988527375120718,0.000963598140967442
9,24,-0.00523879293638493,0.00118195975929072
9,25,0.00325276355606343,0.00116399050426684
9,26,-0.00316947784254398,0.00136483647665758
9,27,0.0409613060965009,0.00154531271997552
9,28,-0.0294485781720821,0.00119228979397288
9,29,0.00609919941065868,0.00121060809662348
9,30,-0.00220711495815446,0.00138944625941274
9,31,-0.000823137666742455,0.00103695843240025
9,32,0.00438407454274964,0.0009460872757557
9,33,0.000750773155107121,0.00106039048539578
9,34,0.00399628717850457,0.00107402215492611
9,35,0.001456501742652,0.00134067573157851
9,36,-0.0258957151438614,0.00135508944064644
9,37,0.0016755237225921,0.00100546315457318
9,38,-0.0295390949875294,0.00104445828021474
9,39,0.0343545717921848,0.00142638393337051
9,40,-0.0247094709938934,0.000774434670558401
9,41,-5.34728880801256,0.00468884505860519
10,1,0.00362258320252959,6.58318365472075e-06
10,2,-0.00294700141104819,0.00121747248923845
10,3,-0.00511964926422097,0.000449616015753473
10,4,0.00093732936478175,0.000726291120503017
10,5,-0.0139438126240988,0.00212349007792822
10,6,0.0278601626803887,0.00125699519598206
10,7,0.00882268892530868,0.00102486804122549
10,8,0.00410238347079415,0.000592708943601876
10,9,0.00265270121713378,0.000558434055721141
10,10,0.00438375266384253,0.00117146278041944
10,11,-0.00786542888880534,0.000905481058109647
10,12,0.0105379638111981,0.00065552907029606
10,13,0.0353688550280735,0.00128798896536861
