"iteration","j","mu","sigma_2"
1,1,5.0492867568772e-05,4.27257280859558e-05
1,2,-0.00350761045462989,5.01537813681813e-05
1,3,0.0108678845106705,5.36142609772961e-05
1,4,0.00547828076546976,5.37775295948797e-05
1,5,0.00759453041574144,5.48899538277241e-05
1,6,0.00556983764686099,5.39238047994333e-05
1,7,0.0078050815953908,5.22068311840178e-05
1,8,-0.0138276966195181,5.05390478510783e-05
1,9,-0.00142850363575441,5.58198413311722e-05
1,10,0.00435613800523068,5.22274453325147e-05
1,11,0.00426027326262715,5.35118135807961e-05
1,12,-0.00442304701077994,5.16795882478436e-05
1,13,-0.00607001646472204,5.30271127284907e-05
1,14,-0.00248704008823692,5.32116897759641e-05
1,15,0.000177103664378896,5.43800867918574e-05
1,16,-0.0027238420759952,5.18647733762369e-05
1,17,0.0034505554278067,5.87444299761045e-05
1,18,-0.000932998672871822,5.20932020699085e-05
1,19,-0.012235266277232,5.20931782898775e-05
1,20,-0.0101565999120449,5.58404951819744e-05
1,21,0.0582690703308406,5.33906394091752e-05
1,22,-0.0596384253345628,5.05095914597826e-05
1,23,0.0549721180485827,5.32238070797023e-05
1,24,-0.0522807724128904,5.52353111382299e-05
1,25,0.0524376716371252,5.56397791588273e-05
1,26,-0.0437252520963345,5.39210847766815e-05
1,27,0.0626434945533821,5.30020402320519e-05
1,28,-0.0479759866996082,5.59633235391381e-05
1,29,0.0678045637067861,5.26834726344638e-05
1,30,-0.0346867183403225,5.17659863479864e-05
1,31,0.0533201903460587,5.13361407520923e-05
1,32,-0.0584889956584774,5.74452716259612e-05
1,33,0.0389603249910307,5.36618872735291e-05
1,34,-0.0392114425970019,5.92192154790818e-05
1,35,0.0623724402565551,5.68464345465685e-05
1,36,-0.0455790949240057,5.08584361583449e-05
1,37,0.0430253455968796,5.55581574942714e-05
1,38,-0.0574483540566363,5.57368176346702e-05
1,39,0.053139473692761,6.14331284084191e-05
1,40,-0.0456726475432247,5.1143727682525e-05
1,41,-2.37637251080466,0.00258046474114035
2,1,0.000213380036358948,4.20708379496526e-05
2,2,0.00592238418772226,5.42103929964008e-05
2,3,0.0097388464456715,5.68883205742479e-05
2,4,-0.00785687687591999,5.34098242409204e-05
2,5,0.00385287708273836,5.51454209605341e-05
2,6,0.00151878306231798,4.85152988719226e-05
2,7,-0.0153449967912422,5.6428204155554e-05
2,8,-0.0152556604948657,5.33356532600217e-05
2,9,0.00193393292041342,5.07335014561497e-05
2,10,-0.00600404742061601,5.45989907574151e-05
2,11,-0.00497147179229477,5.47731001641998e-05
2,12,-0.00185367394414793,5.6283324391486e-05
2,13,0.00214559488092896,5.19106378563177e-05
2,14,0.00185411750497662,5.14591161854326e-05
2,15,-0.00232660426522341,5.82944217217178e-05
2,16,0.00210025014926685,5.04550333317262e-05
2,17,-0.00848824132822196,5.07564329846781e-05
2,18,-0.00680282250083417,5.34183865736266e-05
2,19,-0.00268769993041519,4.90949153840187e-05
2,20,-0.0110127792726546,5.66447463109339e-05
2,21,0.0451280271675166,5.81671858854584e-05
2,22,-0.0483667690394879,5.38175688616228e-05
2,23,0.062828272022942,5.22282826930789e-05
2,24,-0.0542173534636243,5.62749968360264e-05
2,25,0.0512434716250417,5.95988327515883e-05
2,26,-0.049309711463565,5.39359854103966e-05
2,27,0.0360242172990744,5.07797700080081e-05
2,28,-0.0444596332877012,5.49952679062363e-05
2,29,0.0551637001660679,5.30848490463332e-05
2,30,-0.0442286718837531,5.27126529053124e-05
2,31,0.0505312153076559,5.02311477720059e-05
2,32,-0.0540606046392932,5.36917626280605e-05
2,33,0.0567762416397887,5.28205445346182e-05
2,34,-0.0403216835418704,5.75706061380592e-05
2,35,0.0435987736918059,5.01602387363565e-05
2,36,-0.0459877211589748,5.81504303026595e-05
